trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1532,False,"{'a': 0.99, 'e': 0.00017042859382775802}",25,15,19.426458422102407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.99, 'e': 0.000170206319845759}",20,6,21.976603745429685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.99, 'e': 0.00016998448041693793}",20,10,18.091013502023838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.99, 'e': 0.00016976307440927756}",25,7,31.228742256606253,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.99, 'e': 0.0001695421006944444}",25,14,24.154160564793752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.99, 'e': 0.0001693215581477745}",25,20,10.649051161801099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.99, 'e': 0.00016910144564825883}",20,15,10.231393305652237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.99, 'e': 0.00016888176207852915}",30,18,19.2286419042527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.99, 'e': 0.00016866250632484398}",25,17,19.754120553897156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.99, 'e': 0.00016844367727707424}",25,8,31.154564139050976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.99, 'e': 0.00016822527382868942}",20,5,26.81157697622483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.99, 'e': 0.00016800729487674354}",25,20,9.112861077341831,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.99, 'e': 0.00016778973932186098}",20,10,20.185672370543596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.99, 'e': 0.000167572606068223}",20,10,15.533596478160291,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.99, 'e': 0.00016735589402355362}",20,13,12.11041158088809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.99, 'e': 0.00016713960209910624}",20,5,28.788771035867708,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.99, 'e': 0.0001669237292096495}",20,7,25.25267332295031,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.99, 'e': 0.00016670827427345408}",35,21,24.685970568507773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.99, 'e': 0.00016649323621227888}",20,9,21.95278216818097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.99, 'e': 0.00016627861395135764}",35,23,22.11546127971421,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.99, 'e': 0.00016606440641938567}",20,8,21.80054707216189,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.99, 'e': 0.0001658506125485061}",20,3,29.83233699935517,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.99, 'e': 0.00016563723127429691}",20,8,24.38997812739366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.99, 'e': 0.0001654242615357575}",20,12,15.775871002905419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.99, 'e': 0.00016521170227529552}",20,9,23.94916233399619,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.99, 'e': 0.00016499955243871398}",25,11,24.950940986052014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.99, 'e': 0.00016478781097519776}",25,15,18.128340290061693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.99, 'e': 0.00016457647683730092}",25,9,30.109741162819944,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.99, 'e': 0.0001643655489809336}",20,8,22.640282669572553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.99, 'e': 0.00016415502636534912}",25,18,12.67875386761217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.99, 'e': 0.0001639449079531314}",25,11,24.00844050063054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.99, 'e': 0.00016373519271018175}",30,22,16.46529581517602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.99, 'e': 0.0001635258796057064}",25,9,27.556034519549662,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.99, 'e': 0.00016331696761220387}",20,14,10.43645802048942,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.99, 'e': 0.00016310845570545216}",25,11,25.43507940309497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.99, 'e': 0.0001629003428644966}",30,15,30.94303936408016,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.99, 'e': 0.00016269262807163678}",25,20,9.998957929515598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.99, 'e': 0.00016248531031241457}",35,28,12.824007267104385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.99, 'e': 0.00016227838857560143}",25,16,15.544070367916234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.99, 'e': 0.00016207186185318635}",30,10,37.45587655000526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.99, 'e': 0.00016186572914036345}",35,20,30.571572326983336,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.99, 'e': 0.00016165998943551966}",30,15,31.416769824263618,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.99, 'e': 0.0001614546417402227}",30,8,39.50698212397128,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.99, 'e': 0.00016124968505920888}",25,11,27.421473391312965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.99, 'e': 0.000161045118400371}",30,13,29.90473057695841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.99, 'e': 0.00016084094077474666}",30,17,24.82008210393357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.99, 'e': 0.0001606371511965058}",20,8,22.414653888537636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.99, 'e': 0.00016043374868293919}",20,6,20.852738861324056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.99, 'e': 0.0001602307322544464}",20,10,17.51441550800941,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.99, 'e': 0.00016002810093452405}",20,12,12.975527466774553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.99, 'e': 0.00015982585374975424}",25,12,25.639721111353555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.99, 'e': 0.0001596239897297925}",20,12,15.332155925053224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.99, 'e': 0.00015942250790735638}",20,12,14.565315966118247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.99, 'e': 0.00015922140731821393}",25,11,25.301725713310585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.99, 'e': 0.00015902068700117194}",25,13,21.739668425884158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.99, 'e': 0.00015882034599806473}",20,7,18.82077144843175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.99, 'e': 0.00015862038335374246}",20,8,19.698793038616756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.99, 'e': 0.00015842079811605986}",25,15,14.213510976284624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.99, 'e': 0.0001582215893358649}",25,0,34.92788036305249,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1591,False,"{'a': 0.99, 'e': 0.00015802275606698738}",20,6,26.647698434949724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.99, 'e': 0.0001578242973662281}",35,21,27.603583350008883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.99, 'e': 0.00015762621229334708}",20,10,17.589372968500722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.99, 'e': 0.00015742849991105289}",20,16,8.090498055521396,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.99, 'e': 0.0001572311592849913}",25,18,13.390826309180053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.99, 'e': 0.00015703418948373435}",25,18,16.949498618220446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.99, 'e': 0.0001568375895787695}",25,7,29.9257185497732,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.99, 'e': 0.0001566413586444883}",20,11,16.97567005944159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.99, 'e': 0.00015644549575817592}",25,12,22.70569132619089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.99, 'e': 0.00015625}",20,12,15.110858263006984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.99, 'e': 0.00015605487045299994}",20,16,6.910997617013757,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.99, 'e': 0.00015586010620307635}",25,10,28.27341758377574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.99, 'e': 0.00015566570633897996}",25,16,18.189956731154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.99, 'e': 0.00015547166995230128}",30,22,15.986179083446874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.99, 'e': 0.00015527799613745984}",25,17,13.85712747612273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.99, 'e': 0.00015508468399169363}",30,16,23.610152990175386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.99, 'e': 0.0001548917326150487}",25,11,23.28733480172055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.99, 'e': 0.00015469914111036854}",20,6,22.704284620098893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.99, 'e': 0.00015450690858328367}",30,14,31.040724892455433,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.99, 'e': 0.0001543150341422013}",25,7,29.127723868377018,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.99, 'e': 0.00015412351689829501}",20,9,19.111953673413304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.99, 'e': 0.00015393235596549448}",20,9,16.8772260071812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.99, 'e': 0.00015374155046047515}",25,11,22.975334163360948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.99, 'e': 0.00015355109950264796}",30,19,19.979197215333098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.99, 'e': 0.00015336100221414946}",25,12,24.872032209365337,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.99, 'e': 0.00015317125771983133}",25,15,18.467712586010535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.99, 'e': 0.00015298186514725075}",30,10,31.345627040264297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.99, 'e': 0.00015279282362665989}",20,12,13.90051178347835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.99, 'e': 0.00015260413229099625}",30,16,29.978962329597834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.99, 'e': 0.00015241579027587258}",25,17,12.466648214017757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.99, 'e': 0.00015222779671956706}",25,14,23.301942910948238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.99, 'e': 0.00015204015076301347}",25,10,29.583342186768768,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.99, 'e': 0.0001518528515497912}",30,1,47.02378785791962,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.99, 'e': 0.00015166589822611563}",35,20,28.292876346791914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.99, 'e': 0.0001514792899408284}",20,16,9.240111623091853,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.99, 'e': 0.00015129302584538756}",20,2,30.836981962838692,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.99, 'e': 0.00015110710509385827}",20,13,15.933026055318155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.99, 'e': 0.00015092152684290273}",20,13,17.07895168410876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.99, 'e': 0.00015073629025177102}",20,10,18.85741007596871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.99, 'e': 0.00015055139448229139}",20,6,25.298445088101328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.99, 'e': 0.00015036683869886066}",25,12,23.106479993414354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.99, 'e': 0.00015018262206843518}",20,11,8.254600571478427,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.99, 'e': 0.00014999874376052098}",20,16,6.323380280886644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.99, 'e': 0.00014981520294716466}",20,11,15.58568617027653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.99, 'e': 0.000149631998802944}",30,16,28.924627205583462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.99, 'e': 0.00014944913050495869}",20,14,10.994411898620978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.99, 'e': 0.00014926659723282114}",20,0,33.165069024887984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1638,False,"{'a': 0.99, 'e': 0.00014908439816864723}",25,18,10.55884952420005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.99, 'e': 0.00014890253249704707}",35,21,27.981918675401865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.99, 'e': 0.000148720999405116}",30,21,13.707387977253786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.99, 'e': 0.00014853979808242542}",25,15,20.230955855251825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.99, 'e': 0.00014835892772101396}",30,13,34.1874069087892,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.99, 'e': 0.00014817838751537813}",20,16,7.130317038345939,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.99, 'e': 0.0001479981766624635}",20,13,11.448470360446136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.99, 'e': 0.00014781829436165593}",20,9,18.75679890020255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.99, 'e': 0.0001476387398147724}",20,0,34.3608268385468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.99, 'e': 0.00014745951222605247}",20,10,18.51918428181558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.99, 'e': 0.0001472806108021491}",20,11,18.158811147401146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.99, 'e': 0.00014710203475212018}",20,10,20.318451640536942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.99, 'e': 0.00014692378328741966}",20,10,19.696796131643165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.99, 'e': 0.0001467458556218887}",20,12,14.19461129482113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.99, 'e': 0.00014656825097174748}",20,11,16.629092435883994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.99, 'e': 0.0001463909685555859}",25,17,16.907265252383166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.99, 'e': 0.00014621400759435554}",30,17,21.796243537840642,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.99, 'e': 0.00014603736731136078}",20,12,16.661181581345627,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.99, 'e': 0.0001458610469322504}",20,6,24.92440428885716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.99, 'e': 0.00014568504568500924}",30,19,23.242091072733263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.99, 'e': 0.00014550936279994934}",25,13,19.969440467339798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.99, 'e': 0.00014533399750970194}",25,8,29.856067117983862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.99, 'e': 0.00014515894904920887}",30,16,27.85290748038797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.99, 'e': 0.00014498421665571428}",20,16,5.52482739282533,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.99, 'e': 0.0001448097995687564}",20,14,9.717316424709209,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.99, 'e': 0.00014463569703015907}",30,13,33.3171782464862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.99, 'e': 0.00014446190828402365}",20,10,18.563951313489003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.99, 'e': 0.00014428843257672087}",20,6,30.750690714849224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.99, 'e': 0.0001441152691568824}",20,13,13.094575778099667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.99, 'e': 0.00014394241727539312}",25,13,22.96262047973625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.99, 'e': 0.0001437698761853826}",20,9,21.309519396131012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.99, 'e': 0.00014359764514221732}",30,7,34.39138390159776,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.99, 'e': 0.0001434257234034924}",30,13,32.155912353297246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.99, 'e': 0.0001432541102290239}",20,14,11.751893005119033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.99, 'e': 0.0001430828048808406}",25,18,10.823528824749811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.99, 'e': 0.0001429118066231762}",25,14,23.664075609727288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.99, 'e': 0.00014274111472246132}",20,5,28.622814533434727,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.99, 'e': 0.00014257072844731566}",25,16,16.108277191255784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.99, 'e': 0.00014240064706854026}",20,12,17.175249468709517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.99, 'e': 0.00014223086985910963}",20,15,9.468470652166515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.99, 'e': 0.00014206139609416395}",20,5,23.878718836748327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.99, 'e': 0.00014189222505100137}",20,13,13.319376465503062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.99, 'e': 0.0001417233560090703}",35,13,40.62364448813774,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.99, 'e': 0.00014155478824996165}",25,7,29.462141031898675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.99, 'e': 0.00014138652105740148}",25,5,29.896437289894127,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.99, 'e': 0.000141218553717243}",20,8,21.8441029057081,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.99, 'e': 0.00014105088551745926}",20,8,20.17519206095743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.99, 'e': 0.00014088351574813548}",30,13,32.42599843451178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.99, 'e': 0.0001407164437014616}",20,14,9.42744253674684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.99, 'e': 0.00014054966867172477}",25,14,19.487098574243305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.99, 'e': 0.00014038318995530198}",25,15,20.6275033563107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.99, 'e': 0.00014021700685065239}",20,13,14.043302351659893,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.99, 'e': 0.0001400511186583103}",30,19,25.830169723766904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.99, 'e': 0.00013988552468087735}",20,10,21.675211666306403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.99, 'e': 0.0001397202242230158}",30,5,28.67188047819568,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1693,False,"{'a': 0.99, 'e': 0.00013955521659144056}",20,8,24.11671549815408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.99, 'e': 0.0001393905010949124}",30,13,31.904925691307984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.99, 'e': 0.0001392260770442304}",30,17,22.731316859584837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.99, 'e': 0.00013906194375222494}",20,14,12.024186810760984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.99, 'e': 0.00013889810053375063}",20,14,11.650667559341146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.99, 'e': 0.0001387345467056788}",20,12,15.377260845092314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.99, 'e': 0.0001385712815868906}",25,11,25.935937430227064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.99, 'e': 0.0001384083044982699}",25,14,22.30737092341178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.99, 'e': 0.00013824561476269618}",20,13,12.558210914070575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.99, 'e': 0.00013808321170503767}",20,14,12.050523670538068,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.99, 'e': 0.00013792109465214403}",20,11,-7.538129542665551,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1704,False,"{'a': 0.99, 'e': 0.00013775926293283958}",25,7,32.107768290419436,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.99, 'e': 0.00013759771587791643}",25,17,14.481478708642353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.99, 'e': 0.00013743645282012726}",20,6,21.03207704066365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.99, 'e': 0.00013727547309417884}",20,8,18.942026935200207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.99, 'e': 0.00013711477603672482}",25,13,23.12154580937208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.99, 'e': 0.000136954360986359}",25,8,-11.099554494799664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1710,False,"{'a': 0.99, 'e': 0.00013679422728360863}",20,16,8.487406774811936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.99, 'e': 0.0001366343742709275}",20,6,22.033910580138855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.99, 'e': 0.0001364748012926893}",30,16,28.93443029202958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
