trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
620,False,"{'a': 0.99, 'e': 0.001040582726326743}",25,7,28.512012340735513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.99, 'e': 0.0010372341115182254}",20,6,22.244391050704255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.99, 'e': 0.0010339016345984843}",20,8,18.549345974645384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.99, 'e': 0.0010305851920366681}",30,17,22.949003602140667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.99, 'e': 0.0010272846811308347}",20,3,31.280475727358994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.99, 'e': 0.001024}",20,11,-26.311859475177304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.99, 'e': 0.001020731047576274}",25,17,14.311426120992124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.99, 'e': 0.0010174777235970889}",20,6,17.42073544374852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.99, 'e': 0.001014239928597509}",30,16,25.791708762152325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.99, 'e': 0.0010110175639026287}",25,11,27.272439863613254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.99, 'e': 0.0010078105316200555}",20,16,6.431826144718543,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.99, 'e': 0.0010046187346324728}",30,12,32.517320222950715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.99, 'e': 0.00100144207659029}",30,16,25.10533444723153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.99, 'e': 0.0009982804619043696}",30,12,29.97460151112528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.99, 'e': 0.0009951337957388368}",30,12,31.289637729377887,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.99, 'e': 0.000992001984003968}",20,8,26.63947732561647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.99, 'e': 0.0009888849333491555}",20,10,19.640102501053057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.99, 'e': 0.000985782551155953}",25,19,10.51778489423856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.99, 'e': 0.0009826947455311955}",20,7,22.75399722334158,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.99, 'e': 0.0009796214253001926}",25,13,21.567515383937614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.99, 'e': 0.0009765625}",20,12,15.880574237194065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.99, 'e': 0.0009735178798727609}",20,9,21.294617088435416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.99, 'e': 0.0009704874758591239}",25,7,33.95401989805727,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.99, 'e': 0.0009674711995917272}",20,10,18.757188834269776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.99, 'e': 0.000964468963388758}",20,8,23.36301976426293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.99, 'e': 0.0009614806802475813}",25,0,38.37245013939936,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.99, 'e': 0.000958506263838434}",30,18,24.534977590370335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.99, 'e': 0.0009555456284981928}",25,13,23.36127631482748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.99, 'e': 0.0009525986892242037}",20,6,12.059082995172123,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.99, 'e': 0.0009496653616681819}",25,11,23.99009236983935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.99, 'e': 0.0009467455621301775}",20,1,35.25494581685044,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.99, 'e': 0.0009438392075526011}",25,3,36.43624674560663,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.99, 'e': 0.0009409462155143212}",25,18,12.349688332023266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.99, 'e': 0.0009380665042248172}",30,12,37.460778264499844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.99, 'e': 0.0009351999925183999}",20,8,23.648159387375877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.99, 'e': 0.0009323465998484937}",20,9,20.323909655405693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.99, 'e': 0.0009295062462819747}",20,12,13.93214171932222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.99, 'e': 0.0009266788524935768}",25,19,11.399121424803234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.99, 'e': 0.0009238643397603497}",30,3,41.99092480891452,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.99, 'e': 0.0009210626299561804}",30,12,33.02534299958268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.99, 'e': 0.0009182736455463728}",25,10,25.125622118339187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.99, 'e': 0.0009154973095822813}",20,3,28.884748025307896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.99, 'e': 0.0009127335456960049}",25,11,24.665511023658652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.99, 'e': 0.0009099822780951342}",25,17,14.3000703414918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.99, 'e': 0.0009072434315575553}",25,17,14.401814444607595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.99, 'e': 0.0009045169314263102}",25,8,28.92236644548124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.99, 'e': 0.0009018027036045051}",20,0,27.478878347096853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.99, 'e': 0.000899100674550281}",30,0,27.373188702237925,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
668,False,"{'a': 0.99, 'e': 0.0008964107712718277}",20,3,28.052123914172434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.99, 'e': 0.0008937329213224565}",25,0,32.703778245041505,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.99, 'e': 0.0008910670527957229}",20,14,11.297192859946017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.99, 'e': 0.000888413094320597}",20,8,18.336992792077005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.99, 'e': 0.0008857709750566893}",20,9,19.3078956741364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.99, 'e': 0.0008831406246895208}",20,10,18.86219367779001,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.99, 'e': 0.0008805219734258467}",25,8,32.57959765684449,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.99, 'e': 0.0008779149519890261}",25,13,19.927966837310702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.99, 'e': 0.0008753194916144391}",25,12,23.246490917449798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.99, 'e': 0.0008727355240449546}",20,8,25.69561047824829,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.99, 'e': 0.00087016298152644}",20,10,19.413319098721328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.99, 'e': 0.000867601796803321}",25,0,37.01458945421339,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.99, 'e': 0.0008650519031141869}",25,3,36.43377270511141,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.99, 'e': 0.0008625132341874368}",20,7,23.870750146556468,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.99, 'e': 0.0008599857242369775}",25,15,21.961083407001375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.99, 'e': 0.0008574693079579584}",20,16,7.225419894431062,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.99, 'e': 0.0008549639205225538}",20,1,30.87280387746696,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.99, 'e': 0.0008524694975757898}",20,15,10.834024791764495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.99, 'e': 0.0008499859752314085}",25,3,-6.634185769757227,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
687,False,"{'a': 0.99, 'e': 0.0008475132900677797}",30,6,37.66524465885516,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.99, 'e': 0.0008450513791238508}",30,0,45.32663546390266,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.99, 'e': 0.0008426001798951383}",25,5,21.671872195921875,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.99, 'e': 0.0008401596303297626}",20,8,23.421691157893434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.99, 'e': 0.0008377296688245184}",25,5,34.96514623941484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.99, 'e': 0.0008353102342209896}",25,10,30.836585528180617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.99, 'e': 0.0008329012658016987}",25,12,25.15191665000242,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.99, 'e': 0.0008305027032862991}",20,3,24.70611989603813,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.99, 'e': 0.0008281144868278039}",20,15,9.565478321599066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.99, 'e': 0.0008257365570088518}",30,17,24.166759199814265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.99, 'e': 0.0008233688548380124}",20,6,24.528312343895593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.99, 'e': 0.0008210113217461269}",25,13,22.670237271823368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.99, 'e': 0.0008186638995826859}",30,22,15.49389254179095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.99, 'e': 0.0008163265306122449}",20,9,18.216355560181984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.99, 'e': 0.0008139991575108718}",20,13,13.881946480548423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.99, 'e': 0.000811681723362635}",30,16,28.7090008701615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.99, 'e': 0.0008093741716561214}",30,22,13.795339274485093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.99, 'e': 0.0008070764462809916}",25,18,13.80353761657756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.99, 'e': 0.0008047884915245712}",20,13,11.13208110718603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.99, 'e': 0.0008025102520684699}",25,17,13.726954006735557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.99, 'e': 0.0008002416729852415}",30,21,15.813771764928987,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.99, 'e': 0.0007979826997350698}",30,15,28.84958600335766,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.99, 'e': 0.0007957332781624927}",20,3,29.002213740705763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.99, 'e': 0.0007934933544931561}",25,13,26.348984047153102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.99, 'e': 0.0007912628753305994}",35,25,19.03614275176193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.99, 'e': 0.000789041787653074}",35,17,30.572436015835798,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.99, 'e': 0.0007868300388103917}",20,0,20.713569691364594,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
714,False,"{'a': 0.99, 'e': 0.0007846275765208043}",20,14,9.05902585921704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.99, 'e': 0.0007824343488679153}",30,4,44.18956718241059,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.99, 'e': 0.0007802503042976185}",25,11,27.141996420100448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.99, 'e': 0.0007780753916150705}",35,19,28.706801475148506,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.99, 'e': 0.0007759095599816886}",20,14,12.871428160739127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.99, 'e': 0.0007737527589121809}",25,11,25.870426952518468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.99, 'e': 0.0007716049382716049}",20,2,30.720089571058292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.99, 'e': 0.0007694660482724523}",25,0,38.09648110223711,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.99, 'e': 0.0007673360394717659}",35,20,27.87996191575008,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.99, 'e': 0.0007652148627682797}",25,17,14.748515573046934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.99, 'e': 0.0007631024693995908}",30,18,23.072676654661077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.99, 'e': 0.0007609988109393579}",20,9,21.434917065108323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.99, 'e': 0.0007589038392945228}",30,10,39.35036183074999,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.99, 'e': 0.0007568175067025649}",25,20,9.078582366445435,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.99, 'e': 0.0007547397657287769}",20,12,18.63678909294879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.99, 'e': 0.0007526705692635682}",20,3,9.644989992134725,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
730,False,"{'a': 0.99, 'e': 0.0007506098705197974}",25,13,-17.70287525087264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.99, 'e': 0.0007485576230301236}",20,14,10.222320563079762,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.99, 'e': 0.0007465137806443906}",20,6,25.747851451908424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.99, 'e': 0.0007444782975270293}",25,7,33.35022427994014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.99, 'e': 0.0007424511281544892}",25,13,21.920712024564207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.99, 'e': 0.0007404322273126938}",25,13,22.993024653248163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.99, 'e': 0.0007384215500945179}",20,15,10.563367714893236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.99, 'e': 0.0007364190518972916}",30,7,36.42321170149649,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.99, 'e': 0.000734424688420326}",20,0,-13.90929866924479,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
739,False,"{'a': 0.99, 'e': 0.000732438415662463}",30,16,27.11898785230565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.99, 'e': 0.0007304601899196494}",20,0,27.151835682601398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
741,False,"{'a': 0.99, 'e': 0.000728489967782531}",20,9,16.69205875466271,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.99, 'e': 0.0007265277061340733}",25,13,22.21223872954797,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.99, 'e': 0.0007245733621472007}",25,20,11.849641905811389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.99, 'e': 0.0007226268932824603}",20,13,8.712331647269371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.99, 'e': 0.0007206882572857079}",25,15,17.9794885791314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.99, 'e': 0.0007187574121858129}",25,14,21.178588660369048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.99, 'e': 0.0007168343162923895}",25,14,23.041926319075266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.99, 'e': 0.0007149189281935429}",30,8,38.51143143366399,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.99, 'e': 0.000713011206753642}",20,13,14.15068134749622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.99, 'e': 0.0007111111111111111}",25,11,28.76736589304285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.99, 'e': 0.0007092186006762398}",20,16,8.164639856182141,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.99, 'e': 0.0007073336351290175}",30,16,23.914498018963403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.99, 'e': 0.0007054561744169847}",25,6,36.73396947866915,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.99, 'e': 0.0007035861787531045}",20,13,14.934140515074855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.99, 'e': 0.0007017236086136573}",20,13,11.37258923151577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.99, 'e': 0.0006998684247361494}",20,3,25.874460195839568,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.99, 'e': 0.0006980205881172465}",20,5,26.51838288780474,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.99, 'e': 0.0006961800600107212}",30,17,27.942053948611726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.99, 'e': 0.0006943468019254236}",20,6,23.421972126958757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.99, 'e': 0.0006925207756232687}",20,13,14.413214334484033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.99, 'e': 0.0006907019431172414}",30,12,34.145993820221726,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.99, 'e': 0.0006888902666694222}",20,11,19.054982491212293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.99, 'e': 0.0006870857087890287}",20,7,12.275427490292765,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.99, 'e': 0.000685288232230476}",30,13,36.336194751616254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.99, 'e': 0.0006834977999914563}",35,20,30.346998692107988,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.99, 'e': 0.0006817143753110321}",20,13,11.819971970314084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.99, 'e': 0.0006799379216677517}",20,11,14.193026436691637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.99, 'e': 0.0006781684027777776}",35,15,38.25686569569443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.99, 'e': 0.0006764057825930353}",25,3,35.64102319652993,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.99, 'e': 0.0006746500252993759}",25,9,26.704421605061427,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.99, 'e': 0.0006729010953147577}",25,1,39.78989062383797,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.99, 'e': 0.0006711589572874439}",20,9,18.003504445426024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.99, 'e': 0.0006694235760942145}",20,11,15.181747653131533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.99, 'e': 0.000667694916838598}",20,6,20.227227999931145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.99, 'e': 0.0006659729448491155}",35,23,20.559884114428364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.99, 'e': 0.0006642576256775427}",25,0,42.33595245838811,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'a': 0.99, 'e': 0.0006625489250971877}",20,3,27.673987489689207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.99, 'e': 0.0006608468091011821}",25,19,-12.537121235672247,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
779,False,"{'a': 0.99, 'e': 0.000659151243900791}",30,11,28.748246222402877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.99, 'e': 0.0006574621959237344}",30,11,32.7086630459163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.99, 'e': 0.0006557796318125256}",30,21,15.65695112480324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.99, 'e': 0.0006541035184228256}",25,6,31.05712380989908,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.99, 'e': 0.0006524338228218086}",20,8,20.846264060861415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.99, 'e': 0.0006507705122865471}",30,13,27.500613419243937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.99, 'e': 0.0006491135543024057}",25,11,24.737800540382395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.99, 'e': 0.0006474629165614538}",20,8,20.66453081674545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.99, 'e': 0.0006458185669608908}",20,13,11.922773284692195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.99, 'e': 0.000644180473601484}",25,9,29.74969631711227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.99, 'e': 0.0006425486047860232}",25,10,29.762083897335938,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.99, 'e': 0.0006409229290177856}",20,15,9.82365907015721,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.99, 'e': 0.000639303414999017}",20,0,29.417163355897422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.99, 'e': 0.0006376900316294255}",20,4,28.4922510335712,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.99, 'e': 0.0006360827480046878}",20,9,23.90083990627768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.99, 'e': 0.0006344815334149699}",30,12,35.86921287636698,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.99, 'e': 0.0006328863573434595}",20,6,26.266445752572977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.99, 'e': 0.0006312971894649124}",25,10,23.66503923375918,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.99, 'e': 0.0006297139996442115}",20,10,18.798264919914534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.99, 'e': 0.0006281367579349374}",20,13,11.898139478664495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.99, 'e': 0.0006265654345779532}",30,16,25.181586305116497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.99, 'e': 0.000625}",20,0,32.43558535898509,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'a': 0.99, 'e': 0.0006234404248123054}",20,7,23.413141739678423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.99, 'e': 0.0006218866798092051}",35,15,32.79484769907317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.99, 'e': 0.0006203387359667745}",30,18,21.474730998664228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
